"148767","Building0",2020-09-30 13:00:00,159.9
"148768","Building0",2020-09-30 13:15:00,159.4
"148769","Building0",2020-09-30 13:30:00,159.4
"148770","Building0",2020-09-30 13:45:00,159.4
"148771","Building0",2020-09-30 14:00:00,159.4
"148772","Building0",2020-09-30 14:15:00,161.4
"148773","Building0",2020-09-30 14:30:00,161.4
"148774","Building0",2020-09-30 14:45:00,161.4
"148775","Building0",2020-09-30 15:00:00,161.4
"148776","Building0",2020-09-30 15:15:00,151.9
"148777","Building0",2020-09-30 15:30:00,151.9
"148778","Building0",2020-09-30 15:45:00,151.9
"148779","Building0",2020-09-30 16:00:00,151.9
"148780","Building0",2020-09-30 16:15:00,151
"148781","Building0",2020-09-30 16:30:00,151
"148782","Building0",2020-09-30 16:45:00,151
"148783","Building0",2020-09-30 17:00:00,151
"148784","Building0",2020-09-30 17:15:00,154.9
"148785","Building0",2020-09-30 17:30:00,154.9
"148786","Building0",2020-09-30 17:45:00,154.9
"148787","Building0",2020-09-30 18:00:00,154.9
"148788","Building0",2020-09-30 18:15:00,148.7
"148789","Building0",2020-09-30 18:30:00,148.7
"148790","Building0",2020-09-30 18:45:00,148.7
"148791","Building0",2020-09-30 19:00:00,148.7
"148792","Building0",2020-09-30 19:15:00,157.2
"148793","Building0",2020-09-30 19:30:00,157.2
"148794","Building0",2020-09-30 19:45:00,157.2
"148795","Building0",2020-09-30 20:00:00,157.2
"148796","Building0",2020-09-30 20:15:00,161.7
"148797","Building0",2020-09-30 20:30:00,161.7
"148798","Building0",2020-09-30 20:45:00,161.7
"148799","Building0",2020-09-30 21:00:00,161.7
"148800","Building0",2020-09-30 21:15:00,142.7
"148801","Building0",2020-09-30 21:30:00,142.7
"148802","Building0",2020-09-30 21:45:00,142.7
"148803","Building0",2020-09-30 22:00:00,142.7
"148804","Building0",2020-09-30 22:15:00,96.9
"148805","Building0",2020-09-30 22:30:00,96.9
"148806","Building0",2020-09-30 22:45:00,96.9
"148807","Building0",2020-09-30 23:00:00,96.9
"148808","Building0",2020-09-30 23:15:00,37.4
"148809","Building0",2020-09-30 23:30:00,37.4
"148810","Building0",2020-09-30 23:45:00,37.4
"148811","Building0",2020-10-01 00:00:00,37.4
"148812","Building0",2020-10-01 00:15:00,14.6
"148813","Building0",2020-10-01 00:30:00,14.6
"148814","Building0",2020-10-01 00:45:00,14.6
"148815","Building0",2020-10-01 01:00:00,14.6
"148816","Building0",2020-10-01 01:15:00,1
"148817","Building0",2020-10-01 01:30:00,1
"148818","Building0",2020-10-01 01:45:00,1
"148819","Building0",2020-10-01 02:00:00,1
"148820","Building0",2020-10-01 02:15:00,5.8
"148821","Building0",2020-10-01 02:30:00,5.8
"148822","Building0",2020-10-01 02:45:00,5.8
"148823","Building0",2020-10-01 03:00:00,5.8
"148824","Building0",2020-10-01 03:15:00,13.6
"148825","Building0",2020-10-01 03:30:00,13.6
"148826","Building0",2020-10-01 03:45:00,13.6
"148827","Building0",2020-10-01 04:00:00,13.6
"148828","Building0",2020-10-01 04:15:00,8.1
"148829","Building0",2020-10-01 04:30:00,8.1
"148830","Building0",2020-10-01 04:45:00,8.1
"148831","Building0",2020-10-01 05:00:00,8.1
"148832","Building0",2020-10-01 05:15:00,3.1
"148833","Building0",2020-10-01 05:30:00,3.1
"148834","Building0",2020-10-01 05:45:00,3.1
"148835","Building0",2020-10-01 06:00:00,3.1
"148836","Building0",2020-10-01 06:15:00,35.6
"148837","Building0",2020-10-01 06:30:00,35.6
"148838","Building0",2020-10-01 06:45:00,35.6
"148839","Building0",2020-10-01 07:00:00,35.6
"148840","Building0",2020-10-01 07:15:00,90.4
"148841","Building0",2020-10-01 07:30:00,90.4
"148842","Building0",2020-10-01 07:45:00,90.4
"148843","Building0",2020-10-01 08:00:00,90.4
"148844","Building0",2020-10-01 08:15:00,128
"148845","Building0",2020-10-01 08:30:00,128
"148846","Building0",2020-10-01 08:45:00,128
"148847","Building0",2020-10-01 09:00:00,128
"148848","Building0",2020-10-01 09:15:00,145.2
"148849","Building0",2020-10-01 09:30:00,145.2
"148850","Building0",2020-10-01 09:45:00,145.2
"148851","Building0",2020-10-01 10:00:00,145.2
"148852","Building0",2020-10-01 10:15:00,153.9
"148853","Building0",2020-10-01 10:30:00,153.9
"148854","Building0",2020-10-01 10:45:00,153.9
"148855","Building0",2020-10-01 11:00:00,153.9
"148856","Building0",2020-10-01 11:15:00,152.4
"148857","Building0",2020-10-01 11:30:00,152.4
"148858","Building0",2020-10-01 11:45:00,152.4
"148859","Building0",2020-10-01 12:00:00,152.4
"148860","Building0",2020-10-01 12:15:00,152.4
"148861","Building0",2020-10-01 12:30:00,152.4
"148862","Building0",2020-10-01 12:45:00,152.4
"148863","Building0",2020-10-01 13:00:00,152.4
"148864","Building0",2020-10-01 13:15:00,160.3
"148865","Building0",2020-10-01 13:30:00,160.3
